date,portfolio_value,benchmark_value,daily_return
2023-11-29,11532.9964,11056.4481,0.002738
2023-11-30,11651.0827,11174.6093,0.010239
2023-12-01,11626.0158,11174.6093,-0.002151
2023-12-04,11660.0079,11174.6093,0.002924
2023-12-05,11688.0523,11174.6093,0.002405
2023-12-06,11678.8788,11253.2894,-0.000785
2023-12-07,11778.7123,11320.2106,0.008548
2023-12-08,11795.1725,11359.6906,0.001397
2023-12-11,11765.3171,11358.851,-0.002531
2023-12-12,11793.4595,11403.6513,0.002392
2023-12-13,11894.6356,11395.5315,0.008579
2023-12-14,11965.408,11474.7713,0.00595
2023-12-15,11940.1947,11479.8118,-0.002107
2023-12-18,11980.3484,11493.8117,0.003363
2023-12-19,11974.8129,11533.2917,-0.000462
2023-12-20,11986.8574,11444.8115,0.001006
2023-12-21,12008.1127,11487.0921,0.001773
2023-12-22,12047.1828,11487.0921,0.003254
2023-12-26,12064.8346,11445.9309,0.001465
2023-12-27,12061.4367,11491.0121,-0.000282
2023-12-28,12068.9011,11516.4922,0.000619
2023-12-29,12003.5833,11510.3323,-0.005412
2024-01-02,11865.038,11457.9718,-0.011542
2024-01-03,11900.1235,11451.8109,0.002957
2024-01-04,11882.297,11428.011,-0.001498
2024-01-05,11983.6305,11450.4117,0.008528
2024-01-08,12012.4417,11534.692,0.002404
2024-01-09,12008.6454,11541.1317,-0.000316
2024-01-10,11949.3083,11493.5318,-0.004941
2024-01-11,12041.0402,11575.8521,0.007677
2024-01-12,12015.6107,11584.2529,-0.002112
2024-01-15,11989.9344,11614.7724,-0.002137
2024-01-16,11856.5806,11534.1323,-0.011122
2024-01-17,11996.6561,11580.8926,0.011814
2024-01-18,12033.9284,11620.6524,0.003107
2024-01-19,12121.8838,11754.4937,0.007309
2024-01-22,12162.1112,11769.614,0.003319
2024-01-23,12274.8881,11832.894,0.009273
2024-01-24,12299.8883,11884.1351,0.002037
2024-01-25,12257.9438,11893.6552,-0.00341
2024-01-26,12309.246,11943.495,0.004185
2024-01-29,12310.636,11975.136,0.000113
2024-01-30,12208.8862,11906.2548,-0.008265
2024-01-31,12211.4732,11856.695,0.000212
2024-02-01,12325.7035,12048.7757,0.009354
2024-02-02,12317.4435,12062.7766,-0.00067
2024-02-05,12377.9001,12092.4566,0.004908
2024-02-06,12406.9358,12145.0969,0.002346
2024-02-07,12426.9549,12150.1374,0.001614
2024-02-08,12444.8288,12169.4576,0.001438
2024-02-09,12592.6951,12272.4985,0.011882
2024-02-12,12409.1383,12152.6571,-0.014576
2024-02-13,12489.2349,12169.7375,0.006455
2024-02-14,12566.7585,12230.4977,0.006207
2024-02-15,12549.8334,12279.7777,-0.001347
2024-02-16,12519.189,12255.9778,-0.002442
2024-02-19,12388.0797,12132.7772,-0.010473
2024-02-20,12367.8362,12119.0571,-0.001634
2024-02-21,12555.2532,12326.2582,0.015154
2024-02-22,12559.9214,12374.6987,0.000372
2024-02-23,12567.8339,12325.6985,0.00063
2024-02-26,12604.082,12309.7386,0.002884
2024-02-27,12568.6196,12315.3388,-0.002814
2024-02-28,12635.9948,12347.8183,0.005361
2024-02-29,12789.4101,12431.5389,0.012141
2024-03-01,12796.7022,12425.9387,0.00057
2024-03-04,12662.8333,12345.0187,-0.010461
2024-03-05,12753.5215,12394.2987,0.007162
2024-03-06,12897.7411,12445.5398,0.011308
2024-03-07,12838.5139,12447.2189,-0.004592
2024-03-08,12783.5206,12366.2989,-0.004283
2024-03-11,12927.947,12467.9395,0.011298
2024-03-12,12938.0605,12473.5396,0.000782
2024-03-13,12870.1749,12484.4601,-0.005247
2024-03-14,12781.9041,12405.4991,-0.006859
2024-03-15,12883.9301,12517.2195,0.007982
2024-03-18,12899.396,12535.7002,0.0012
2024-03-19,12943.1607,12562.3007,0.003393
2024-03-20,13147.1614,12742.6214,0.015761
2024-03-21,13145.4012,12738.1417,-0.000134
2024-03-22,13167.0116,12699.5012,0.001644
2024-03-25,13222.3068,12728.3416,0.0042
2024-03-26,13266.714,12719.3811,0.003359
2024-03-27,13316.7179,12803.3827,0.003769
2024-03-28,13340.9444,12803.3827,0.001819
2024-04-01,13257.6703,12697.2614,-0.006242
2024-04-02,13311.716,12708.7416,0.004077
2024-04-03,13313.544,12718.8214,0.000137
2024-04-04,13189.1002,12632.861,-0.009347
2024-04-05,13250.8091,12654.1412,0.004679
2024-04-08,13172.4524,12582.1806,-0.005913
2024-04-09,13179.0078,12640.1413,0.000498
2024-04-10,13181.5176,12661.1406,0.00019
2024-04-11,13148.9043,12720.5016,-0.002474
2024-04-12,13100.0597,12694.1809,-0.003715
2024-04-15,12941.8028,12490.62,-0.012081
2024-04-16,12890.1439,12423.419,-0.003992
2024-04-17,12860.487,12455.3399,-0.002301
2024-04-18,12744.7668,12340.539,-0.008998
2024-04-19,12794.2426,12358.7388,0.003882
2024-04-22,12985.4134,12497.3396,0.014942
2024-04-23,13001.1563,12498.46,0.001212
2024-04-24,12899.8257,12347.8183,-0.007794
2024-04-25,13118.0778,12572.6605,0.016919
2024-04-26,13170.7847,12575.7399,0.004018
2024-04-29,13076.3407,12540.7396,-0.007171
2024-04-30,13054.72,12540.7396,-0.001653
2024-05-01,13050.9298,12444.6992,-0.00029
2024-05-02,13184.1783,12551.1004,0.01021
2024-05-03,13324.0919,12643.7804,0.010612
2024-05-06,13429.7575,12732.5415,0.00793
2024-05-07,13379.6578,12730.8613,-0.003731
2024-05-08,13448.8491,12759.7017,0.005171
2024-05-09,13489.7881,12801.1417,0.003044
2024-05-10,13500.0765,12784.0624,0.000763
2024-05-13,13570.7192,12776.5023,0.005233
2024-05-14,13680.6844,12869.7431,0.008103
2024-05-15,13686.776,12920.4234,0.000445
2024-05-16,13679.1667,12876.4626,-0.000556
2024-05-17,13773.582,12951.7835,0.006902
2024-05-20,13740.3274,12922.3834,-0.002414
2024-05-21,13759.5763,12928.8231,0.001401
2024-05-22,13711.2999,12934.1434,-0.003509
2024-05-23,13726.6227,12885.1433,0.001118
2024-05-24,13793.296,12913.7028,0.004857
2024-05-27,13776.9536,12865.2623,-0.001185
2024-05-28,13652.2116,12817.6624,-0.009054
2024-05-29,13616.3537,12774.5423,-0.002627
2024-05-30,13571.0971,12701.7411,-0.003324
2024-05-31,13634.0875,12798.622,0.004642
2024-06-03,13527.5213,12760.5424,-0.007816
2024-06-04,13705.849,12918.4634,0.013183
2024-06-05,13730.0607,12961.5835,0.001767
2024-06-06,13721.9648,13030.1838,-0.00059
2024-06-07,13748.4137,13082.8241,0.001927
2024-06-10,13619.0673,13059.304,-0.009408
2024-06-11,13747.7312,13133.7843,0.009447
2024-06-12,13640.1809,13129.8643,-0.007823
2024-06-13,13592.774,13169.0655,-0.003476
2024-06-14,13614.8762,13170.7446,0.001626
2024-06-17,13659.0837,13246.9061,0.003247
2024-06-18,13607.811,13262.0254,-0.003754
2024-06-19,13676.5723,13315.7862,0.005053
2024-06-20,13617.2034,13270.1463,-0.004341
2024-06-21,13632.3602,13292.2661,0.001113
2024-06-24,13623.13,13280.2262,-0.000677
2024-06-25,13595.4794,13283.0258,-0.00203
2024-06-26,13588.1651,13272.3862,-0.000538
2024-06-27,13641.8116,13326.1459,0.003948
2024-06-28,13614.2622,13251.6657,-0.002019
2024-07-01,13648.0462,13276.3062,0.002482
2024-07-02,13781.3464,13313.5463,0.009767
2024-07-03,13860.5547,13341.826,0.005747
2024-07-04,13897.6261,13345.746,0.002675
2024-07-05,13915.5489,13371.2272,0.00129
2024-07-08,13871.2632,13390.5474,-0.003182
2024-07-09,13981.2087,13443.1877,0.007926
2024-07-10,13987.2316,13421.0669,0.000431
2024-07-11,14102.1733,13488.2679,0.008218
2024-07-12,14041.8716,13490.5077,-0.004276
2024-07-15,14057.6168,13508.4277,0.001121
2024-07-16,13874.8274,13368.1467,-0.013003
2024-07-17,13791.2261,13291.1456,-0.006025
2024-07-18,13667.4753,13206.3056,-0.008973
2024-07-19,13771.8243,13269.8654,0.007635
2024-07-22,13849.929,13394.4674,0.005671
2024-07-23,13620.1038,13165.4253,-0.016594
2024-07-24,13556.849,13097.3848,-0.004644
2024-07-25,13622.4765,13121.1847,0.004841
2024-07-26,13584.4252,13149.1845,-0.002793
2024-07-29,13607.9073,13154.7847,0.001729
2024-07-30,13790.1099,13352.4666,0.013389
2024-07-31,13553.0622,13214.1457,-0.01719
2024-08-01,12985.5373,12698.6617,-0.041874
2024-08-02,12659.4208,12408.8594,-0.025114
2024-08-05,12768.8007,12506.0202,0.00864
2024-08-06,12955.7372,12693.901,0.01464
2024-08-07,13051.8104,12690.2609,0.007415
2024-08-08,13114.2652,12740.6614,0.004785
2024-08-09,13110.6423,12763.6218,-0.000276
2024-08-12,13254.8995,12890.1827,0.011003
2024-08-13,13271.1508,12922.9431,0.001226
2024-08-14,13519.4109,13148.6248,0.018707
2024-08-15,13556.4602,13167.3854,0.00274
2024-08-16,13636.9798,13201.545,0.00594
2024-08-19,13598.9865,13174.3848,-0.002786
2024-08-20,13637.7118,13185.865,0.002848
2024-08-21,13590.5063,13208.8254,-0.003461
2024-08-22,13694.5012,13211.3451,0.007652
2024-08-23,13655.2005,13206.3056,-0.00287
2024-08-26,13674.352,13214.4255,0.001403
2024-08-27,13610.0614,13211.9058,-0.004702
2024-08-28,13767.16,13361.9868,0.011543
2024-08-29,13794.4761,13318.5868,0.001984
2024-08-30,13829.2389,13398.1065,0.00252
2024-09-02,13567.7712,13269.3057,-0.018907
2024-09-03,13483.7901,13108.5851,-0.00619
2024-09-04,13450.0947,13024.5836,-0.002499
2024-09-05,13170.3829,12847.3424,-0.020796
2024-09-06,13282.1512,12997.7032,0.008486
2024-09-09,13216.6198,13021.7841,-0.004934
2024-09-10,13299.6696,12962.4231,0.006284
2024-09-11,13472.6133,13202.3856,0.013004
2024-09-12,13592.802,13298.1461,0.008921
2024-09-13,13554.4796,13236.5453,-0.002819
2024-09-16,13667.9616,13320.8267,0.008372
2024-09-17,13635.537,13250.5463,-0.002372
2024-09-18,13893.8777,13439.5476,0.018946
2024-09-19,13815.0363,13350.2268,-0.005675
2024-09-20,13957.0256,13443.4676,0.010278
2024-09-23,14046.0325,13448.2271,0.006377
2024-09-24,14052.5697,13451.5875,0.000465
2024-09-25,14155.6482,13483.2274,0.007335
2024-09-26,14261.6797,13532.7884,0.00749
2024-09-27,14169.3304,13495.5482,-0.006475
2024-09-30,14125.1482,13522.7074,-0.003118
2024-10-01,14188.1541,13567.7886,0.004461
2024-10-02,14122.891,13538.9482,-0.0046
2024-10-03,14268.5362,13621.8282,0.010313
2024-10-04,14250.4716,13662.9894,-0.001266
2024-10-07,14244.5377,13650.9485,-0.000416
2024-10-08,14354.8645,13760.9898,0.007745
2024-10-09,14308.9501,13783.3905,-0.003199
2024-10-10,14415.061,13834.9104,0.007416
2024-10-11,14497.8265,13948.8717,0.005742
2024-10-14,14409.0612,13916.9508,-0.006123
2024-10-15,14491.9769,13909.6705,0.005754
2024-10-16,14592.6833,14031.6118,0.006949
2024-10-17,14646.1839,14016.9122,0.003666
2024-10-18,14558.5095,13962.5917,-0.005986
2024-10-21,14514.6119,13980.7915,-0.003015
2024-10-22,14449.7755,13934.5909,-0.004467
2024-10-23,14512.2243,13914.9908,0.004322
2024-10-24,14581.8155,13963.7111,0.004795
2024-10-25,14619.0267,13955.3114,0.002552
2024-10-28,14605.4748,13966.5118,-0.000927
2024-10-29,14502.2732,13896.791,-0.007066
2024-10-30,14237.5134,13660.1888,-0.018256
2024-10-31,14382.7759,13761.2696,0.010203
2024-11-01,14253.2586,13647.3094,-0.009005
2024-11-04,14340.3951,13714.2295,0.006113
2024-11-05,14593.2582,14143.6131,0.017633
2024-11-06,14790.9618,14227.6135,0.013548
2024-11-07,14864.7247,14329.8148,0.004987
2024-11-08,15036.1487,14489.416,0.011532
2024-11-11,14876.3306,14439.7151,-0.010629
2024-11-12,14903.8063,14493.6159,0.001847
2024-11-13,14900.2032,14479.616,-0.000242
2024-11-14,14899.6029,14290.6136,-4e-05
2024-11-15,14980.1062,14335.4139,0.005403
2024-11-18,14928.7228,14322.1147,-0.00343
2024-11-19,14911.5216,14330.5144,-0.001152
2024-11-20,15029.8598,14512.5163,0.007936
2024-11-21,15222.4578,14686.1174,0.012814
2024-11-22,15264.0928,14650.4164,0.002735
2024-11-25,15192.2801,14673.5168,-0.004705
2024-11-26,15096.2786,14551.7165,-0.006319
2024-11-27,15183.4878,14620.3167,0.005777
2024-11-28,15310.2701,14672.8171,0.00835
2024-11-29,15396.6262,14798.8184,0.00564
2024-12-02,15364.3082,14788.3176,-0.002099
2024-12-03,15497.6232,14836.6182,0.008677
2024-12-04,15529.9483,14818.4184,0.002086
2024-12-05,15575.5709,14825.4178,0.002938
2024-12-06,15530.9487,14777.1184,-0.002865
2024-12-09,15475.5468,14805.8178,-0.003567
2024-12-10,15587.5503,14891.9192,0.007237
2024-12-11,15552.3663,14854.819,-0.002257
2024-12-12,15488.1141,14783.4181,-0.004131
2024-12-13,15489.8124,14810.7183,0.00011
2024-12-16,15401.3422,14768.0179,-0.005712
2024-12-17,15327.4073,14796.0177,-0.004801
2024-12-18,15111.6241,14560.8158,-0.014078
2024-12-19,15105.8914,14593.7162,-0.000379
2024-12-20,15162.2323,14560.1162,0.00373
2024-12-23,15178.9262,14560.1162,0.001101
2024-12-24,15178.6007,14560.1162,-2.1e-05
2024-12-26,15198.8752,14638.5165,0.001336
2024-12-27,15085.9502,14502.7152,-0.00743
2024-12-30,15055.707,14502.7152,-0.002005
2024-12-31,15305.9494,14751.2174,0.016621
2025-01-02,15336.0231,14723.9172,0.001965
2025-01-03,15542.2644,14806.5185,0.013448
2025-01-06,15454.1575,14700.8169,-0.005669
2025-01-07,15370.5978,14711.3177,-0.005407
2025-01-08,15372.3089,14726.0172,0.000111
2025-01-09,15197.4108,14580.4159,-0.011377
2025-01-10,15160.9125,14562.2161,-0.002402
2025-01-13,15187.3098,14535.6156,0.001741
2025-01-14,15511.3362,14764.5177,0.021335
2025-01-15,15561.9289,14810.7183,0.003262
2025-01-16,15753.0899,14938.8195,0.012284
2025-01-17,15762.8738,14870.2182,0.000621
2025-01-20,15809.9871,14879.3186,0.002989
2025-01-21,15929.5359,15006.0194,0.007562
2025-01-22,16032.3995,15024.9199,0.006457
2025-01-23,15979.2676,14957.7189,-0.003314
2025-01-24,15659.2109,14714.8179,-0.020029
2025-01-27,15754.2947,14901.0186,0.006072
2025-01-28,15843.3299,14955.6189,0.005651
2025-01-29,15947.624,14996.9201,0.006583
2025-01-30,16009.5605,15145.3209,0.003884
2025-01-31,15802.8674,15008.82,-0.012911
2025-02-03,15832.4772,15007.4197,0.001874
2025-02-04,15882.8972,14973.8198,0.003185
2025-02-05,16014.6757,15139.7207,0.008297
2025-02-06,16044.9551,15102.6205,0.001891
2025-02-07,16167.3893,15197.8213,0.007631
2025-02-10,16132.4608,15162.1214,-0.00216
2025-02-11,16126.6053,15057.1206,-0.000363
2025-02-12,16332.5937,15134.8213,0.012773
2025-02-13,16308.4641,15101.9209,-0.001477
2025-02-14,16431.9856,15178.2213,0.007574
2025-02-17,16525.9417,15187.3217,0.005718
2025-02-18,16428.7644,15234.2219,-0.00588
2025-02-19,16324.4846,15083.0205,-0.006347
2025-02-20,16246.9446,15099.1203,-0.00475
2025-02-21,16131.7645,14935.3192,-0.007089
2025-02-24,15900.595,14705.0179,-0.01433
2025-02-25,16146.0115,14894.7188,0.015434
2025-02-26,16030.8627,14923.4193,-0.007132
2025-02-27,15984.7888,14773.6181,-0.002874
2025-02-28,16038.304,14807.2181,0.003348
2025-03-03,15544.2425,14327.0142,-0.030805
2025-03-04,15781.2931,14108.6128,0.01525
2025-03-05,15771.8368,14136.6126,-0.000599
2025-03-06,15503.6963,13880.8311,-0.017001
2025-03-07,15243.1167,13773.3095,-0.016808
2025-03-10,15068.865,13503.6681,-0.011432
2025-03-11,15295.7379,13640.5887,0.015056
2025-03-12,15217.9245,13547.0681,-0.005087
2025-03-13,15501.8733,13703.5899,0.018659
2025-03-14,15632.6121,13755.3896,0.008434
2025-03-17,15645.5401,13699.389,0.000827
2025-03-18,15725.3203,13841.6299,0.005099
2025-03-19,15681.7315,13892.0304,-0.002772
2025-03-20,15603.8584,13847.2301,-0.004966
2025-03-21,15755.6743,14095.3125,0.009729
2025-03-24,15793.3135,14121.2124,0.002389
2025-03-25,15639.3999,14054.0125,-0.009745
2025-03-26,15519.6422,13991.1512,-0.007657
2025-03-27,15194.1378,13694.9092,-0.020974
2025-03-28,14956.1322,13605.0288,-0.015664
2025-03-31,15144.4914,13767.1497,0.012594
2025-04-01,15154.4923,13754.2702,0.00066
2025-04-02,14516.842,13078.0646,-0.042077
2025-04-03,13751.373,12467.0999,-0.05273
2025-04-04,13470.2877,12136.977,-0.020441
2025-04-07,13715.0107,12531.2205,0.018168
2025-04-08,13493.3814,11924.4557,-0.01616
2025-04-09,13893.4365,12407.4591,0.029648
2025-04-10,13809.7626,12299.0979,-0.006023
2025-04-11,14181.8371,12636.781,0.026943
2025-04-14,14338.8904,12770.0615,0.011074
