date,portfolio_value,benchmark_value,daily_return
2025-04-07,13404.1345,12531.2205,0.017545
2025-04-08,13194.9639,11924.4557,-0.015605
2025-04-09,13573.972,12407.4591,0.028724
2025-04-10,13495.1848,12299.0979,-0.005804
2025-04-11,13854.3084,12636.781,0.026611
2025-04-14,14001.4469,12770.0615,0.01062
2025-04-15,13894.8703,12620.5412,-0.007612
2025-04-16,13807.9156,12491.4595,-0.006258
2025-04-17,13743.5312,12491.4595,-0.004663
2025-04-21,13823.6856,12387.0184,0.005832
2025-04-22,14234.3416,12756.9022,0.029707
2025-04-23,14460.8788,12873.3832,0.015915
2025-04-24,14548.9627,12930.2234,0.006091
2025-04-25,14577.4639,12962.7029,0.001959
2025-04-28,14663.3899,13025.9839,0.005894
2025-04-29,14680.5762,13070.5044,0.001172
2025-04-30,14706.0102,13070.5044,0.001732
2025-05-01,15069.6993,13390.8272,0.024731
2025-05-02,15087.4282,13409.5867,0.001176
2025-05-05,14986.2531,13339.3063,-0.006706
2025-05-06,14968.0672,13275.7454,-0.001214
2025-05-07,15207.3075,13491.3473,0.015983
2025-05-08,15304.4794,13484.6277,0.00639
2025-05-09,15725.5214,13927.8713,0.027511
2025-05-12,15852.9445,14012.7113,0.008103
2025-05-13,15823.9189,13978.2718,-0.001831
2025-05-14,15908.2521,14030.9121,0.005329
2025-05-15,15949.4953,14133.813,0.002593
2025-05-16,15917.1325,14052.6121,-0.002029
2025-05-19,15980.9738,14085.5125,0.004011
2025-05-20,15917.5891,13970.9915,-0.003966
2025-05-21,15814.7362,13869.6308,-0.006462
2025-05-22,15740.1206,13713.109,-0.004718
2025-05-23,15941.5778,13844.9902,0.012799
2025-05-26,16108.5093,13951.3914,0.010471
2025-05-27,16083.5235,13963.7111,-0.001551
2025-05-28,15987.0076,13902.3912,-0.006001
2025-05-29,15922.3836,13903.2308,-0.004042
2025-05-30,15863.1639,13841.9108,-0.003719
2025-06-02,16059.7366,14009.2121,0.012392
2025-06-03,16130.6816,14012.7113,0.004418
2025-06-04,16178.5904,14016.2116,0.00297
2025-06-05,16242.2646,14070.1123,0.003936
2025-06-06,16274.6882,14068.712,0.001996
2025-06-09,16306.6645,14068.712,0.001965
2025-06-10,16350.2595,14069.4127,0.002673
2025-06-11,16241.3513,13943.8312,-0.006661
2025-06-12,16093.4845,13889.7906,-0.009104
2025-06-13,16242.1089,13943.8312,0.009235
2025-06-16,16117.6637,13916.3911,-0.007662
2025-06-17,16080.0813,13907.1508,-0.002332
2025-06-18,15944.1331,13795.1505,-0.008454
2025-06-19,16005.0987,13838.8304,0.003824
2025-06-20,16025.7619,13807.4703,0.001291
2025-06-23,16291.7061,13937.9512,0.016595
2025-06-24,16248.9795,13921.4316,-0.002623
2025-06-25,16325.5864,13935.7113,0.004715
2025-06-26,16443.6049,14052.6121,0.007229
2025-06-27,16446.3666,14021.8117,0.000168
2025-06-30,16356.2124,13995.3522,-0.005482
2025-07-01,16501.9062,14033.7117,0.008908
2025-07-02,16624.6177,14172.3136,0.007436
2025-07-03,16553.7739,14078.512,-0.004261
2025-07-04,16574.3956,14124.013,0.001246
2025-07-07,16619.2159,14128.2129,0.002704
2025-07-08,16724.7671,14175.1131,0.006351
2025-07-09,16831.563,14277.3144,0.006385
2025-07-10,16722.4759,14187.0131,-0.006481
2025-07-11,16758.1334,14206.6132,0.002132
2025-07-14,16814.637,14284.3138,0.003372
2025-07-15,16693.0737,14068.0124,-0.00723
2025-07-16,16970.0706,14357.8146,0.016594
2025-07-17,16943.9331,14309.5141,-0.00154
2025-07-18,16917.4071,14323.514,-0.001566
2025-07-21,16841.789,14226.9139,-0.00447
2025-07-22,16958.4234,14351.5148,0.006925
2025-07-23,17085.9503,14382.3152,0.00752
2025-07-24,17109.4176,14412.415,0.001373
2025-07-25,17126.2462,14535.6156,0.000984
2025-07-28,17111.3659,14595.8161,-0.000869
2025-07-29,17084.1497,14664.4174,-0.001591
2025-07-30,16932.6542,14698.717,-0.008868
2025-07-31,16505.0473,14255.6133,-0.025253
2025-08-01,16693.1585,14422.9146,0.011397
2025-08-04,16716.3279,14383.7145,0.001388
2025-08-05,16750.2445,14425.7153,0.002029
2025-08-06,16869.9674,14452.3158,0.007148
2025-08-07,16946.9671,14497.1161,0.004564
2025-08-08,16957.4273,14586.0161,0.000617
2025-08-11,17052.0348,14581.8162,0.005579
2025-08-12,17132.7779,14603.5162,0.004735
2025-08-13,17196.0691,14680.5172,0.003694
2025-08-14,17212.314,14637.1172,0.000945
2025-08-15,17282.9944,14662.3175,0.004106
2025-08-18,17232.7785,14662.3175,-0.002906
2025-08-19,17158.0974,14577.6163,-0.004334
2025-08-20,17206.2252,14639.9168,0.002805
2025-08-21,17446.4703,14718.3171,0.013963
2025-08-22,17412.9079,14705.7175,-0.001924
2025-08-25,17433.7162,14672.8171,0.001195
2025-08-26,17436.1815,14794.6185,0.000141
2025-08-27,17465.3364,14748.4179,0.001672
2025-08-28,17321.2317,14642.0167,-0.008251
2025-08-29,17365.3504,14679.1169,0.002547
2025-09-01,17054.641,14509.0161,-0.017892
2025-09-02,17180.3022,14614.7165,0.007368
2025-09-03,17267.9926,14735.1176,0.005104
2025-09-04,17264.5505,14637.1172,-0.000199
2025-09-05,17383.9036,14727.4175,0.006913
2025-09-08,17413.7095,14732.318,0.001715
2025-09-09,17559.5883,14812.1186,0.008377
2025-09-10,17623.0188,14901.0186,0.003612
2025-09-11,17584.399,14909.4194,-0.002191
2025-09-12,17753.4342,14929.0194,0.009613
2025-09-15,17648.7573,14803.7178,-0.005896
2025-09-16,17718.9718,14793.9178,0.003978
2025-09-17,18009.4751,14960.5195,0.016395
2025-09-18,18026.8518,14975.219,0.000965
2025-09-19,18056.9304,15005.3198,0.001669
2025-09-22,18098.8838,15021.4196,0.002323
2025-09-23,18090.6447,14994.8201,-0.000455
2025-09-24,18046.9591,14973.8198,-0.002415
2025-09-25,18092.6289,14989.22,0.002531
2025-09-26,18192.392,15028.4201,0.005514
2025-09-29,18165.3639,15007.4197,-0.001486
2025-09-30,18388.9019,15125.0212,0.012306
2025-10-01,18548.3937,15178.9209,0.008673
2025-10-02,18601.9794,15241.922,0.002889
2025-10-03,18703.8052,15293.7218,0.005474
2025-10-06,18660.0882,15262.9213,-0.002337
2025-10-07,18801.5979,15401.5232,0.007584
2025-10-08,18827.7774,15414.1228,0.001392
2025-10-09,18472.1566,15108.9203,-0.018888
2025-10-10,18779.8681,15224.4219,0.016658
2025-10-13,18685.5281,15163.5207,-0.005023
2025-10-14,18801.6793,15244.7216,0.006216
2025-10-15,18798.5956,15232.122,-0.000164
2025-10-16,18566.8547,15064.8207,-0.012328
2025-10-17,18893.0078,15330.1223,0.017566
2025-10-20,18881.788,15393.8231,-0.000594
2025-10-21,18653.1659,15309.122,-0.012108
2025-10-22,18780.0847,15370.0232,0.006804
2025-10-23,18964.8109,15370.0232,0.009836
2025-10-24,19028.4676,15591.9248,0.003357
2025-10-27,19153.8001,15621.3249,0.006587
2025-10-28,19177.6477,15647.2248,0.001245
2025-10-29,19127.6587,15666.8249,-0.002607
2025-10-30,19049.8633,15657.0248,-0.004067
2025-10-31,19061.2947,15675.9253,0.0006
2025-11-03,18830.1053,15615.7247,-0.012129
2025-11-04,18911.7317,15643.0249,0.004335
2025-11-05,18674.2758,15409.9229,-0.012556
2025-11-06,18510.9618,15218.121,-0.008745
2025-11-07,18833.9509,15528.224,0.017449
2025-11-10,18884.1204,15589.1242,0.002664
2025-11-11,19057.2552,15673.8253,0.009168
2025-11-12,18770.1659,15456.1236,-0.015065
2025-11-13,18722.6832,15435.1232,-0.00253
2025-11-14,18547.5376,15368.6229,-0.009355
2025-11-17,18266.9482,15161.4207,-0.015128
2025-11-18,18372.33,15197.1217,0.005769
2025-11-19,18263.316,15293.7218,-0.005934
2025-11-20,18072.3111,15157.9205,-0.010458
2025-11-21,18326.6887,15339.2228,0.014076
2025-11-24,18416.9739,15371.4224,0.004926
2025-11-25,18643.7569,15556.2238,0.012314
2025-11-26,18691.8493,15540.124,0.00258
2025-11-27,18833.1733,15605.224,0.007561
2025-11-28,18694.263,15541.5243,-0.007376
2025-12-01,18815.3102,15552.024,0.006475
2025-12-02,18874.5151,15545.0246,0.003147
2025-12-03,19007.4536,15587.7239,0.007043
2025-12-04,19121.1968,15640.925,0.005984
2025-12-05,19030.2508,15613.6248,-0.004756
2025-12-08,19120.7655,15631.8246,0.004756
2025-12-09,19134.1792,15594.7244,0.000702
2025-12-10,19149.9736,15537.3245,0.000825
2025-12-11,19000.3343,15443.5229,-0.007814
2025-12-12,18899.6085,15463.123,-0.005301
2025-12-15,18770.9987,15363.0227,-0.006805
2025-12-16,18645.536,15297.222,-0.006684
2025-12-17,18816.3908,15466.6232,0.009163
2025-12-18,18999.1249,15533.8242,0.009711
2025-12-19,19057.9317,15563.2243,0.003095
2025-12-22,19068.5954,15598.2246,0.00056
2025-12-23,19114.6197,15598.2246,0.002414
2025-12-24,19102.0317,15598.2246,-0.000659
2025-12-26,19105.7276,15619.9246,0.000193
2025-12-29,19145.0582,15648.6251,0.002059
2025-12-30,19150.4256,15648.6251,0.00028
2025-12-31,19290.6552,15584.9243,0.007323
2026-01-02,19614.8758,15784.4263,0.016807
2026-01-05,19730.7148,15836.2261,0.005906
2026-01-06,19795.7485,15886.6266,0.003296
2026-01-07,19788.2192,15855.8262,-0.00038
2026-01-08,19970.2809,15986.7279,0.009201
2026-01-09,20030.8357,15983.9273,0.003032
2026-01-12,20001.573,16008.4279,-0.001461
2026-01-13,19968.1032,15902.7264,-0.001673
2026-01-14,20095.7228,16093.128,0.006391
2026-01-15,20116.6016,16071.428,0.001039
2026-01-16,19912.5315,15837.6264,-0.010144
2026-01-19,19721.4724,15706.025,-0.009595
2026-01-20,19744.7015,15714.4258,0.001178
2026-01-21,20010.3065,15820.8259,0.013452
2026-01-22,19971.1727,15794.2264,-0.001956
2026-01-23,19884.2312,15734.0259,-0.004353
2026-01-26,19931.6337,15713.0255,0.002384
2026-01-27,20072.9734,15725.6251,0.007091
2026-01-28,19809.6596,15598.9242,-0.013118
2026-01-29,19819.8949,15719.3253,0.000517
2026-01-30,19916.5407,15881.7271,0.004876
2026-02-02,19791.3368,15815.2257,-0.006286
2026-02-03,19595.5389,15778.1255,-0.009893
2026-02-04,19295.8709,15619.225,-0.015293
2026-02-05,19479.2621,15774.6263,0.009504
2026-02-06,19683.8893,15850.9267,0.010505
2026-02-09,19770.6189,15885.2263,0.004406
2026-02-10,19686.1081,15876.8265,-0.004275
2026-02-11,19411.8733,15734.7255,-0.01393
2026-02-12,19502.4465,15715.825,0.004666
2026-02-13,19531.8886,15680.1251,0.00151
2026-02-16,19598.4488,15727.0254,0.003408
2026-02-17,19829.2945,15896.4266,0.011779
2026-02-18,19786.2238,15869.1264,-0.002172
2026-02-19,19820.0191,15926.5274,0.001708
2026-02-20,19600.2619,15809.6266,-0.011088
2026-02-23,19775.4008,15879.6272,0.008936
2026-02-24,20000.8212,15997.9272,0.011399
2026-02-25,20014.1285,15965.0279,0.000665
2026-02-26,19913.8487,15895.0274,-0.00501
2026-02-27,19798.1163,15953.8276,-0.005812
2026-03-02,19288.6579,15766.2255,-0.025733
2026-03-03,19611.5665,15939.127,0.016741
2026-03-04,19455.3703,15862.8266,-0.007964
2026-03-05,19208.686,15862.8266,-0.012679
2026-03-06,19114.2778,15612.2245,-0.004915
2026-03-09,19398.2706,15825.0268,0.014858
2026-03-10,19359.4101,15769.0261,-0.002003
2026-03-11,19246.987,15684.325,-0.005807
2026-03-12,19216.2658,15661.9254,-0.001596
2026-03-13,19286.5238,15706.025,0.003656
2026-03-16,19423.9683,15741.726,0.007126
2026-03-17,19235.4975,15640.925,-0.009703
2026-03-18,18914.8319,15379.8232,-0.016671
2026-03-19,18630.2382,15221.6213,-0.015046
2026-03-20,18711.881,15281.8218,0.004382
2026-03-23,18714.1313,15276.9223,0.00012
2026-03-24,18963.0845,15426.0228,0.013303
2026-03-25,18722.1623,15262.9213,-0.012705
2026-03-26,18609.2671,15046.6199,-0.00603
2026-03-27,18652.609,15148.8211,0.002329
2026-03-30,18864.5486,15127.8208,0.011362
2026-03-31,19207.5424,15449.8238,0.018182
2026-04-01,19175.7051,15453.3229,-0.001658
2026-04-02,19207.6223,15453.3229,0.001664
2026-04-06,19038.8417,15361.6224,-0.008787
2026-04-07,19683.9174,15748.7254,0.033882
2026-04-08,19617.8203,15776.0256,-0.003358
2026-04-09,19615.7541,15813.1258,-0.000105
2026-04-10,19701.7607,15812.4261,0.004385
2026-04-13,20006.9622,15988.1272,0.015491
2026-04-14,20188.8241,16049.0284,0.00909
2026-04-15,20306.77,16144.9288,0.005842
2026-04-16,20525.7617,16338.13,0.010784
2026-04-17,20416.3474,16268.1294,-0.005331
2026-04-20,20332.9583,16246.4294,-0.004084
2026-04-21,20465.5129,16319.2306,0.006519
2026-04-22,20430.9209,16374.5305,-0.00169
2026-04-23,20474.3011,16341.6302,0.002123
2026-04-24,20524.498,16328.3299,0.002452
2026-04-27,20392.6509,16275.1299,-0.006424
2026-04-28,20452.4197,16287.7295,0.002931
2026-04-29,20700.0343,16385.0313,0.012107
2026-04-30,20809.742,16385.0313,0.0053
2026-05-01,20778.2391,16436.1314,-0.001514
2026-05-04,20939.1199,16553.7318,0.007743
2026-05-05,21281.7616,16739.9335,0.016364
2026-05-06,21243.8836,16743.4338,-0.00178
2026-05-07,21234.6087,16736.4333,-0.000437
2026-05-08,21305.5639,16790.334,0.003341
2026-05-11,21010.1653,16681.833,-0.013865
2026-05-12,21109.1335,16859.635,0.00471
2026-05-13,21355.9635,17080.1363,0.011693
2026-05-14,21079.4018,16948.5349,-0.01295
2026-05-15,21115.2875,16857.535,0.001702
2026-05-18,21010.6277,16840.7345,-0.004957
2026-05-19,21273.2521,16989.8361,0.0125
2026-05-20,21376.7073,17012.9353,0.004863
2026-05-21,21589.2842,17199.137,0.009944
2026-05-22,21746.83,17290.138,0.007297
2026-05-25,21751.0769,17236.2373,0.000195
2026-05-26,21724.097,17194.2376,-0.00124
2026-05-27,21792.8159,17244.638,0.003163
2026-05-28,21825.9295,17278.9376,0.001519
2026-05-29,21867.3999,17327.9378,0.0019
2026-06-01,21950.684,17402.1393,0.003809
2026-06-02,21658.9809,17344.7383,-0.013289
2026-06-03,21793.3439,17347.539,0.006204
2026-06-04,21408.6662,17267.0377,-0.017651
2026-06-05,21344.3784,17166.9374,-0.003003
2026-06-08,21071.2966,16929.6355,-0.012794
2026-06-09,20912.6748,16896.7352,-0.007528
2026-06-10,21034.8362,16924.0354,0.005841
2026-06-11,21355.4047,17206.1375,0.01524
2026-06-12,21683.7438,17397.9384,0.015375
2026-06-15,21583.1283,17376.9391,-0.00464
2026-06-16,21529.4632,17389.5386,-0.002486
2026-06-17,21741.1268,17449.7392,0.009831
2026-06-18,21799.0908,17472.8395,0.002666
2026-06-19,21887.1291,17508.5394,0.004039
2026-06-22,21560.7926,17357.339,-0.01491
2026-06-23,21530.7484,17470.7396,-0.001393
2026-06-24,21535.9453,17373.4388,0.000241
2026-06-25,21471.1607,17325.1383,-0.003008
2026-06-26,21515.6494,17344.0387,0.002072
2026-06-29,21733.9736,17505.0402,0.010147
2026-06-30,21825.3626,17623.3403,0.004205
2026-07-01,21905.267,17542.1404,0.003661
2026-07-02,21982.5218,17606.5408,0.003527
2026-07-03,22049.8182,17689.141,0.003061
2026-07-06,21806.7078,17556.1403,-0.011026
2026-07-07,21547.7391,17430.1391,-0.011876
2026-07-08,21793.2587,17599.5403,0.011394
2026-07-09,21804.4637,17660.4405,0.000514
2026-07-10,21807.6703,17682.1415,0.000147
2026-07-13,21845.2411,17648.5405,0.001723
2026-07-14,21870.6035,17682.1415,0.001161
2026-07-15,21703.9211,17675.8407,-0.007621
2026-07-16,21523.0853,17483.3391,-0.008332
2026-07-17,21592.9134,17533.7396,0.003244
2026-07-20,21811.244,17602.3409,0.010111
2026-07-21,21806.1687,17640.1408,-0.000233
2026-07-22,21427.863,17423.1386,-0.017349
2026-07-23,21461.148,17543.5397,0.001553
2026-07-24,21561.9808,17459.5392,0.004698
2026-07-27,21598.4239,17528.8401,0.00169
2026-07-28,21494.4994,17409.8394,-0.004812
2026-07-29,21673.1205,17311.838,0.00831
2026-07-30,21654.2588,17400.739,-0.00087
2026-07-31,22001.3775,17664.6414,0.01603
2026-08-03,22312.6642,17890.7429,0.014149
2026-08-04,22299.9638,17953.744,-0.000569
2026-08-05,22371.1618,17941.1423,0.003193
2026-08-06,22541.974,18011.1429,0.007635
2026-08-07,22521.903,18025.8445,-0.00089
2026-08-10,22530.0871,18019.5447,0.000363
2026-08-11,22499.6678,18031.4436,-0.00135
2026-08-12,22633.7668,18115.4452,0.00596
2026-08-13,22645.5379,18041.2447,0.00052
2026-08-14,22543.0988,18018.1434,-0.004524
2026-08-17,22314.6366,17840.3424,-0.010134
2026-08-18,22345.1798,17840.3424,0.001369
