Date,AAPL,ABBV,ADBE,ALV.DE,AMAT,AMD,AMGN,AMZN,APC.DE,ARGX,ARGX.BR,ASML.AS,ATAI,AXP,BA,BAC,BAYN.DE,BMW.DE,BNTX,BRK-B,CAT,COK.DE,COST,CRM,FSLR,GE,GILD,GOOGL,GS,HD,HON,INTC,JNJ,JPM,KO,LLY,LMT,MA,MCD,META,MRK,MS,MSF.DE,MSFT,MU,NDX1.DE,NFLX,NKE,NOW,NVDA,ORCL,PFE,PYPL,QCOM,RTX,SAP,SAP.DE,SBUX,SHL.DE,SHOP,SIE.DE,SNOW,SPOT,TSLA,TSM,TXN,UBER,UCB.BR,UNH,V,WMT
2026-01-02,270.2743225097656,224.01358032226562,333.29998779296875,370.64398193359375,268.20166015625,223.47000122070312,322.9466247558594,226.5,229.81674194335938,839.989990234375,723.7999877929688,981.6228637695312,3.869999885559082,370.54107666015625,227.77000427246094,55.3479118347168,37.89142990112305,91.06835174560547,96.69000244140625,496.8500061035156,594.7753295898438,25.574951171875,850.7451782226562,252.33599853515625,274.3399963378906,319.88470458984375,120.12385559082031,314.7403259277344,905.5623168945312,340.96588134765625,202.6922607421875,39.380001068115234,205.0741424560547,320.92291259765625,68.20761108398438,1075.1656494140625,491.2481384277344,560.3814086914062,299.5437927246094,649.2518310546875,104.91289520263672,178.95068359375,400.9019470214844,470.84320068359375,315.23907470703125,30.260000228881836,90.98999786376953,62.30523681640625,147.4499969482422,188.6199493408203,193.84031677246094,23.944129943847656,57.774051666259766,171.24398803710938,185.24057006835938,232.871826171875,198.5796661376953,82.47203063964844,43.103851318359375,157.1999969482422,236.0810089111328,216.7100067138672,575.0,438.07000732421875,317.96728515625,174.58331298828125,82.86000061035156,232.73118591308594,331.9092102050781,344.411865234375,112.3147201538086
2026-01-05,266.5345153808594,215.09445190429688,331.55999755859375,375.4240417480469,283.6132507324219,221.0800018310547,316.1257629394531,233.05999755859375,228.5208740234375,800.8800048828125,683.5999755859375,1048.20556640625,3.869999885559082,377.5695495605469,228.1300048828125,56.277793884277344,38.090858459472656,88.51556396484375,96.8499984741211,498.5199890136719,612.35791015625,26.007610321044922,871.891845703125,254.962646484375,272.0,323.4450988769531,116.86392211914062,316.1285400390625,939.3348999023438,339.2601318359375,208.0834503173828,39.369998931884766,202.0675048828125,329.3630676269531,67.04318237304688,1036.50244140625,505.57830810546875,565.7948608398438,296.1854553222656,657.616943359375,105.88860321044922,183.5154571533203,403.388916015625,470.7536315917969,311.970947265625,31.360000610351562,91.45999908447266,63.53597640991211,147.60000610351562,187.89083862304688,190.75010681152344,23.93461799621582,58.91681671142578,174.5405731201172,186.23973083496094,236.33168029785156,202.7587432861328,85.01581573486328,43.846012115478516,166.2100067138672,239.50814819335938,224.36000061035156,593.3900146484375,451.6700134277344,320.5937194824219,174.23910522460938,80.73999786376953,233.42678833007812,337.4541931152344,351.6881408691406,112.26490783691406
2026-01-06,261.6477966308594,218.75784301757812,335.989990234375,374.0856018066406,295.27423095703125,214.35000610351562,325.4403991699219,240.92999267578125,224.13487243652344,803.739990234375,686.0,1055.968505859375,4.0,381.30743408203125,229.83999633789062,56.63391876220703,37.93131637573242,87.9671859741211,98.08999633789062,499.04998779296875,619.3054809570312,26.296051025390625,885.1930541992188,261.5690002441406,268.7799987792969,326.6563720703125,119.88677215576172,313.9313659667969,946.2974243164062,344.3871765136719,212.06732177734375,40.040000915527344,202.542236328125,331.41326904296875,66.94449615478516,1058.9241943359375,515.9256591796875,577.5073852539062,299.0597839355469,659.4436645507812,107.29795837402344,184.70582580566406,401.9962158203125,476.3885192871094,343.23297119140625,31.6200008392334,90.6500015258789,64.34335327148438,148.80999755859375,187.0119171142578,191.89903259277344,24.18185806274414,59.43354415893555,180.6189422607422,188.3567657470703,233.91371154785156,198.67800903320312,87.86409759521484,45.01784133911133,168.4499969482422,242.396728515625,234.52999877929688,571.4299926757812,432.9599914550781,325.7471008300781,188.92210388183594,85.54000091552734,250.61830139160156,344.3114013671875,355.42572021484375,113.88846588134766
2026-01-07,259.623291015625,228.0286407470703,338.1000061035156,367.8715515136719,291.47369384765625,210.02000427246094,336.74609375,241.55999755859375,223.48692321777344,822.9400024414062,703.2000122070312,1046.812255859375,4.0,375.99884033203125,228.1199951171875,55.04124450683594,38.2304573059082,87.98609161376953,100.08000183105469,496.1199951171875,592.8968505859375,26.296051025390625,878.7018432617188,264.772705078125,241.11000061035156,322.76690673828125,122.8404769897461,321.5614318847656,931.9861450195312,344.160400390625,206.448486328125,42.630001068115234,205.21261596679688,323.8660888671875,66.64846801757812,1102.762451171875,491.05047607421875,577.0894165039062,300.4327697753906,647.534912109375,107.03184509277344,181.7938232421875,414.5803527832031,481.3265075683594,339.355224609375,33.099998474121094,90.7300033569336,62.24616241455078,150.89999389648438,188.87962341308594,190.99771118164062,24.03921890258789,58.1417236328125,178.3816375732422,183.73687744140625,239.2705841064453,204.92201232910156,85.14350891113281,45.2229118347168,166.74000549316406,250.91561889648438,233.5,569.6199951171875,431.4100036621094,317.04205322265625,182.63783264160156,86.19000244140625,254.4938507080078,337.13848876953125,353.7557373046875,112.27487182617188
2026-01-08,258.3368225097656,218.95321655273438,339.0400085449219,373.0340270996094,280.93994140625,204.67999267578125,325.3812561035156,246.2899932861328,219.44981384277344,795.5700073242188,697.0,1008.1962890625,3.9700000286102295,380.7308654785156,227.3800048828125,55.575435638427734,39.42204284667969,87.55117797851562,98.8499984741211,499.7699890136719,604.4363403320312,26.296051025390625,911.2879638671875,259.2110290527344,246.25999450683594,313.59173583984375,119.20513916015625,325.0169372558594,925.8555297851562,354.51300048828125,212.37779235839844,41.11000061035156,203.49169921875,326.63934326171875,68.45431518554688,1079.972412109375,512.3678588867188,577.2387084960938,305.0949401855469,644.9096069335938,109.38733673095703,181.68560791015625,407.36810302734375,475.9902648925781,326.8323974609375,32.47999954223633,90.52999877929688,64.25474548339844,146.19000244140625,184.8145751953125,187.83819580078125,24.048728942871094,57.903236389160156,180.04476928710938,185.16143798828125,236.91159057617188,203.05372619628906,86.60692596435547,45.437747955322266,168.27999877929688,246.55825805664062,223.7899932861328,553.6799926757812,435.79998779296875,316.37554931640625,185.33248901367188,87.58999633789062,250.9164276123047,342.2197265625,350.1275329589844,112.62348937988281
2026-01-09,258.6659240722656,214.99676513671875,333.95001220703125,365.4815368652344,300.43133544921875,203.1699981689453,321.4287109375,247.3800048828125,220.54632568359375,788.489990234375,693.5999755859375,1076.4708251953125,3.75,373.40411376953125,234.52999877929688,55.24898147583008,38.76891326904297,87.00279998779297,99.8499984741211,499.1000061035156,613.86865234375,26.584487915039062,920.8159790039062,258.6239929199219,238.66000366210938,320.7224426269531,119.62992095947266,328.14288330078125,929.9656982421875,369.38134765625,214.59219360351562,45.54999923706055,202.14663696289062,326.0450744628906,69.57926177978516,1058.4466552734375,536.5610961914062,573.591064453125,303.5540466308594,651.8971557617188,108.9339828491211,183.2990264892578,407.4178161621094,477.15509033203125,344.8920593261719,32.29999923706055,89.45999908447266,64.9045639038086,141.8000030517578,184.63479614257812,197.14321899414062,24.229400634765625,57.29707717895508,175.99581909179688,186.47715759277344,242.88771057128906,208.8061065673828,87.29443359375,45.418216705322266,164.47999572753906,248.90829467773438,219.08999633789062,539.3699951171875,445.010009765625,321.9666442871094,187.16172790527344,85.44000244140625,253.20199584960938,339.3880615234375,347.68218994140625,114.07772827148438
2026-01-12,259.54351806640625,214.95767211914062,327.6499938964844,363.28271484375,306.4762878417969,207.69000244140625,320.876708984375,246.47000122070312,222.19107055664062,796.0,671.7999877929688,1081.2481689453125,3.759999990463257,357.4782409667969,239.80999755859375,54.59608840942383,39.59654235839844,85.54676818847656,102.18000030517578,498.6700134277344,625.9448852539062,26.82485580444336,938.93603515625,258.0867614746094,237.8300018310547,323.2955017089844,121.1117172241211,331.4285583496094,940.4342041015625,369.6771240234375,215.85462951660156,44.060001373291016,207.41812133789062,321.38995361328125,69.56939697265625,1075.802490234375,544.78369140625,564.3624877929688,302.9909973144531,640.8268432617188,107.61333465576172,183.5449676513672,408.11419677734375,475.06439208984375,345.6716003417969,32.20000076293945,89.41000366210938,64.6288833618164,142.63999938964844,184.71470642089844,203.26048278808594,24.02971076965332,56.929405212402344,167.5712432861328,191.76976013183594,244.58815002441406,209.54359436035156,88.35517883300781,45.8674201965332,167.92999267578125,252.97190856933594,220.27999877929688,530.0,448.9599914550781,330.0647888183594,185.94224548339844,84.66999816894531,250.32017517089844,335.96435546875,341.15142822265625,117.50414276123047
2026-01-13,260.3413391113281,215.65130615234375,309.92999267578125,363.0915222167969,304.1121826171875,220.97000122070312,319.65447998046875,242.60000610351562,222.988525390625,810.510009765625,697.0,1097.371337890625,3.6700000762939453,355.8975830078125,244.5500030517578,53.95308303833008,38.8337287902832,83.63690185546875,107.19000244140625,495.239990234375,632.6638793945312,27.69017219543457,937.7909545898438,239.839599609375,241.36000061035156,326.34722900390625,120.28192138671875,335.53326416015625,929.1437377929688,374.40972900390625,217.59304809570312,47.290000915527344,211.3049774169922,307.9297790527344,70.29962921142578,1072.0108642578125,551.760986328125,543.14453125,305.6480712890625,629.96630859375,106.69676208496094,179.79673767089844,401.29986572265625,468.5832824707031,337.93603515625,32.79999923706055,90.31999969482422,65.27872467041016,138.19000244140625,185.58364868164062,200.88705444335938,23.915599822998047,56.20399856567383,163.63116455078125,191.9972686767578,242.8778839111328,209.8877410888672,88.94446563720703,45.642818450927734,167.44000244140625,256.3011169433594,209.38999938964844,534.6400146484375,447.20001220703125,329.5076599121094,185.4111785888672,85.41000366210938,252.6057586669922,329.47216796875,325.9228820800781,119.88469696044922
2026-01-14,259.25433349609375,216.76495361328125,304.44000244140625,362.2311096191406,301.13958740234375,223.60000610351562,324.2575988769531,236.64999389648438,220.84536743164062,799.3300170898438,690.7999877929688,1079.0584716796875,3.7200000286102295,356.15606689453125,242.61000061035156,51.915252685546875,41.550941467285156,85.90604400634766,109.12000274658203,493.1499938964844,634.870361328125,27.161367416381836,946.8012084960938,238.35714721679688,236.4499969482422,318.0197448730469,122.56387329101562,335.4034118652344,923.71630859375,370.6729736328125,220.44903564453125,48.720001220703125,216.15121459960938,304.9287414550781,70.49698638916016,1068.1297607421875,565.9923706054688,544.9683837890625,304.3540954589844,614.4240112304688,109.40705871582031,177.8488311767578,395.2315979003906,457.34332275390625,333.1587829589844,32.08000183105469,88.55000305175781,64.55996704101562,134.61000061035156,182.91690063476562,192.2672576904297,24.324495315551758,57.29707717895508,162.88868713378906,196.70619201660156,234.79833984375,202.66041564941406,89.5239486694336,45.94554138183594,157.50999450683594,253.65731811523438,206.16000366210938,528.9199829101562,439.20001220703125,325.4287414550781,190.24977111816406,84.6500015258789,257.9718933105469,330.4884338378906,327.2051696777344,119.56596374511719
2026-01-15,257.5090637207031,211.74368286132812,304.0899963378906,365.29034423828125,318.2868347167969,227.9199981689453,325.3023986816406,238.17999267578125,223.73614501953125,813.239990234375,697.0,1143.949462890625,3.7100000381469727,355.2712707519531,247.74000549316406,52.02406692504883,41.9747314453125,85.1685791015625,106.06999969482422,492.6199951171875,643.2491455078125,27.497880935668945,952.5458374023438,232.34771728515625,243.63999938964844,319.0768737792969,119.7879867553711,332.3473815917969,966.4916381835938,373.8379211425781,222.49790954589844,48.31999969482422,217.16001892089844,306.30548095703125,69.5496597290039,1028.00341796875,571.12158203125,540.8125,304.8381042480469,619.694580078125,109.36763000488281,188.12940979003906,394.28656005859375,454.6353759765625,336.4368896484375,31.760000228881836,88.05000305175781,63.595054626464844,131.1699981689453,186.82212829589844,188.53335571289062,24.619279861450195,56.38286590576172,159.7703094482422,197.68557739257812,231.81027221679688,202.16876220703125,91.6159439086914,45.70140838623047,157.99000549316406,255.41986083984375,207.74000549316406,508.0400085449219,438.57000732421875,339.88409423828125,185.99139404296875,84.37999725341797,257.8725280761719,334.43505859375,325.79364013671875,118.72927856445312
2026-01-16,254.8363494873047,211.08389282226562,296.1199951171875,363.8563537597656,326.1971435546875,231.8300018310547,325.6769714355469,239.1199951171875,220.34695434570312,800.010009765625,693.5999755859375,1161.6649169921875,3.640000104904175,362.647705078125,247.67999267578125,52.39997863769531,41.396385192871094,83.88272857666016,109.0,493.2900085449219,642.9609375,27.497880935668945,959.375732421875,225.96022033691406,243.72999572753906,324.2428894042969,123.3936767578125,329.5710144042969,952.7647094726562,374.833740234375,227.01988220214844,46.959999084472656,216.260009765625,309.48480224609375,69.51018524169922,1033.407470703125,575.6083374023438,537.6632080078125,303.6626892089844,619.1455688476562,107.25853729248047,186.02410888671875,395.0823974609375,457.8211669921875,362.54193115234375,32.13999938964844,88.0,63.38828659057617,127.30999755859375,186.0031280517578,189.76473999023438,24.39105987548828,56.53192138671875,157.82008361816406,199.75315856933594,229.59872436523438,198.7763214111328,91.33111572265625,45.2131462097168,155.80999755859375,254.8323516845703,210.3800048828125,504.5,437.5,340.64013671875,188.4107208251953,84.8499984741211,263.93426513671875,326.6010437011719,326.34033203125,119.22730255126953
2026-01-19,,,,362.613525390625,,,,,215.71173095703125,,673.4000244140625,1115.0869140625,,,,,44.27314376831055,81.00847625732422,,,,27.4017333984375,,,,,,,,,,,,,,,,,,,,,387.9696044921875,,,32.220001220703125,,,,,,,,,,,192.68963623046875,,43.60187911987305,,250.6708221435547,,,,,,,256.2825622558594,,,
2026-01-20,246.0303192138672,210.7786102294922,290.3699951171875,357.2598876953125,317.4389953613281,231.9199981689453,326.25848388671875,231.0,213.7679443359375,809.6400146484375,685.7999877929688,1134.593994140625,3.8499999046325684,350.1217041015625,249.0,51.53934097290039,42.79238510131836,81.38666534423828,105.55999755859375,485.3900146484375,626.6422729492188,26.19990348815918,960.0228271484375,218.9558563232422,242.11000061035156,311.4974060058594,122.63301849365234,321.5814208984375,934.3135986328125,369.8447265625,222.54965209960938,48.560001373291016,215.81495666503906,299.8477478027344,70.80289459228516,1036.2835693359375,569.31298828125,529.9393920898438,299.12890625,603.0443115234375,107.86957550048828,179.1474609375,386.9748229980469,452.5048828125,364.7906494140625,31.639999389648438,87.26000213623047,62.64984893798828,125.4000015258789,177.85308837890625,178.67221069335938,24.267440795898438,54.73331832885742,152.52377319335938,194.2528076171875,223.04269409179688,190.76234436035156,91.98917388916016,43.47492980957031,144.5,248.418701171875,206.2100067138672,511.3299865722656,419.25,325.4784851074219,186.45361328125,83.72000122070312,254.79196166992188,333.912109375,323.87518310546875,118.24121856689453
2026-01-21,246.97775268554688,212.8564453125,294.2300109863281,351.90625,324.4315185546875,249.8000030517578,338.67803955078125,231.30999755859375,210.27906799316406,816.3699951171875,696.0,1149.32373046875,3.9000000953674316,357.49810791015625,250.07000732421875,51.50966262817383,42.563045501708984,82.01068115234375,118.0,483.8299865722656,642.9609375,26.103755950927734,978.5411376953125,220.45822143554688,243.72000122070312,317.6407775878906,127.54269409179688,327.953125,943.861083984375,379.2409973144531,226.792236328125,54.25,215.6171417236328,299.15447998046875,71.05946350097656,1073.33447265625,579.3638305664062,525.7835693359375,301.9440002441406,611.8685913085938,109.505615234375,180.34767150878906,380.5583801269531,442.1410217285156,388.88677978515625,31.65999984741211,85.36000061035156,64.40242767333984,125.30000305175781,183.09669494628906,172.67410278320312,24.619279861450195,55.53821563720703,154.80068969726562,195.38058471679688,221.25379943847656,187.8517303466797,94.70974731445312,42.6058235168457,138.5399932861328,247.83119201660156,206.5,502.19000244140625,431.44000244140625,324.44384765625,191.1938934326172,84.26000213623047,251.31390380859375,343.1076965332031,323.33837890625,118.8886489868164
